0.000000000000000000e+00	9.041073397029231185e-01	1.753318231055296161e+00	8.907464438906155246e-01	9.147971354315389547e-01	8.665925308069859501e-01	1.637561602119698811e+00	8.416384835070207515e-01	9.071523309114740696e-01	9.321936496379189530e-01	8.607284963672110489e-01	8.686935671402774561e-01	9.381015539409827131e-01	1.751863496191317759e+00	8.947206390484605532e-01	9.271642959270770534e-01	9.756170075452914592e-01	9.169545201462599993e-01	1.683951801070574295e+00	9.241901956421096909e-01	1.789301200713716122e+00	1.735038125329215530e+00	1.735527783803363366e+00	1.723779774359003536e+00	1.735728496367211049e+00	1.771434887274315972e+00	9.440107489044146094e-01	1.661695944736028441e+00	9.535761654557370903e-01	9.520536698514615592e-01	9.584772600731300551e-01	1.691916871843640591e+00	1.752071394834308293e+00	9.007416666029069985e-01	8.424322805683329696e-01	1.730810032548804056e+00	1.760002353798492791e+00	1.840166166489462407e+00	9.535761654557370903e-01	1.686987228780211012e+00	1.767111045646694745e+00	9.381015539409827131e-01	1.733503718382327641e+00	1.665936026965074035e+00	1.644442381836099809e+00	1.683951801070574295e+00
9.041073397029231185e-01	0.000000000000000000e+00	1.692532640526652976e+00	8.734075791145416989e-01	9.703825561120453802e-01	8.840652760599578830e-01	8.000000000000000444e-01	8.348554352310459947e-01	9.354502775632097533e-01	9.292893218813452760e-01	8.709005551264195066e-01	8.402475873943265894e-01	8.709005551264195066e-01	9.024099927051466574e-01	8.536149890577200416e-01	8.734075791145416989e-01	9.321936496379189530e-01	9.422649730810374047e-01	9.087129070824723209e-01	1.614864831145061963e+00	1.739141938054981740e+00	1.728255077053240774e+00	9.512049963525733842e-01	9.221501055838476901e-01	8.709005551264195066e-01	9.354502775632097533e-01	8.832251583757715352e-01	8.845299461620748094e-01	9.031754163448145745e-01	9.666666666666666741e-01	9.133974596215561625e-01	9.354502775632097533e-01	9.543564535412362160e-01	7.239737762630582552e-01	8.539406513319557357e-01	1.670024442020161093e+00	9.569668517088064652e-01	1.793301047587150476e+00	9.031754163448145745e-01	8.709005551264195066e-01	1.590343155306846112e+00	9.139337034176129304e-01	9.309934440657645638e-01	1.505755886027065893e+00	8.967204441011356053e-01	1.694123859829782752e+00
1.753318231055296161e+00	1.692532640526652976e+00	0.000000000000000000e+00	9.379826327053957247e-01	1.758014124439056580e+00	1.693069854802908392e+00	1.663364270838267878e+00	1.680371981730583331e+00	1.733929646006440617e+00	1.754259293894563587e+00	1.733929646006440617e+00	9.440983005625052105e-01	1.837609725162457242e+00	1.618097135275978538e+00	1.618097135275978538e+00	1.763846654568931305e+00	1.794725033877431208e+00	1.674467509658233100e+00	2.275695661170580308e+00	1.857918555802852145e+00	1.826368441514161667e+00	1.884567962331349378e+00	7.609542781331213313e-01	1.533033125213845382e+00	1.795943058495790501e+00	1.795943058495790501e+00	8.093074821508815520e-01	1.591923427187418083e+00	9.209430584957905008e-01	1.756084241124457712e+00	9.292893218813452760e-01	1.571972041628507677e+00	1.744166363199153746e+00	1.659939023677900138e+00	9.552786404500042128e-01	1.596106765795270999e+00	1.740175560259931586e+00	1.864739599444555029e+00	9.209430584957905008e-01	1.754276391829123760e+00	1.727924077994387408e+00	8.945907446610540381e-01	9.154845745271483759e-01	1.622425217685145249e+00	8.735088935932648901e-01	1.771175438872926389e+00
8.907464438906155246e-01	8.734075791145416989e-01	9.379826327053957247e-01	0.000000000000000000e+00	8.200314917336609666e-01	8.943295069485479587e-01	7.468151582290833979e-01	8.745636984989364482e-01	1.723527722177510269e+00	1.741548029008189724e+00	9.019419324309079222e-01	8.959937132077695487e-01	9.346279549539386888e-01	9.258750683338898835e-01	9.258750683338898835e-01	9.615384615384615641e-01	9.484973797375395588e-01	1.670820171722176894e+00	1.596066432052459128e+00	9.199359230974564205e-01	9.537749836478975896e-01	1.767963340321131227e+00	8.517501366677797670e-01	9.408687604010916861e-01	1.684548255647055903e+00	1.684548255647055903e+00	9.408687604010916861e-01	9.122941980692971242e-01	9.019419324309079222e-01	8.480890949374499943e-01	9.122941980692971242e-01	9.019419324309079222e-01	8.613249509436926576e-01	7.903430326556163399e-01	8.613249509436926576e-01	1.676136203349725129e+00	8.692559099078772666e-01	1.759262878327726876e+00	8.529128986463619944e-01	1.701255952018141393e+00	1.656712411699404086e+00	9.346279549539386888e-01	8.427572744917122272e-01	9.199359230974564205e-01	9.607767729723631911e-01	8.613249509436926576e-01
9.147971354315389547e-01	9.703825561120453802e-01	1.758014124439056580e+00	8.200314917336609666e-01	0.000000000000000000e+00	9.587957178284834958e-01	9.407651122240907604e-01	1.653784624902408407e+00	1.821949466343013135e+00	1.801811964819775902e+00	1.721973424164569000e+00	1.689383259611369592e+00	9.235280887098127334e-01	1.745585097634384297e+00	9.566445015237939886e-01	1.781569953272122531e+00	9.698762383435610701e-01	1.793710172489149990e+00	1.879095463194517812e+00	1.739967414831117498e+00	1.773806475381558556e+00	1.896845037655192634e+00	1.671781628401440845e+00	1.760900252134752542e+00	1.756861422043145993e+00	1.756861422043145993e+00	1.760900252134752542e+00	1.699640344184624841e+00	1.721973424164569000e+00	1.668120586671110850e+00	1.703098225105239116e+00	1.721973424164569000e+00	1.681356442677353513e+00	9.386860660515033983e-01	9.675557157738474690e-01	2.496167695083386207e+00	9.235280887098127334e-01	1.902090028964795732e+00	1.672944390380022961e+00	1.779190415801708447e+00	1.805055445095291144e+00	1.684713003299228351e+00	8.773721321030067966e-01	1.720468175815510925e+00	1.769565817041614197e+00	1.681356442677353513e+00
8.665925308069859501e-01	8.840652760599578830e-01	1.693069854802908392e+00	8.943295069485479587e-01	9.587957178284834958e-01	0.000000000000000000e+00	9.072522208479663064e-01	7.702481256797548692e-01	9.550986744933063211e-01	9.344174164216046963e-01	8.652960234799188521e-01	8.412498412497618760e-01	1.709283586862113902e+00	9.321155766697869494e-01	9.321155766697869494e-01	8.591060092647305746e-01	9.764166684681711006e-01	9.196780671097500859e-01	1.603450301092911978e+00	1.683209297701905971e+00	9.576666243332698780e-01	1.663647767501949648e+00	9.321155766697869494e-01	1.704194423750510889e+00	1.653728031306558321e+00	1.653728031306558321e+00	9.458469638926118028e-01	9.196780671097500859e-01	9.101973489866125311e-01	1.658675655414706629e+00	9.598390335548750985e-01	9.101973489866125311e-01	1.702543567775467004e+00	8.079938557050722059e-01	8.475998475997713610e-01	1.732646247537001472e+00	9.401315659910750577e-01	1.823006631551790768e+00	9.101973489866125311e-01	8.203946979732250622e-01	1.653728031306558321e+00	1.546622015755366952e+00	9.519984639262680792e-01	1.589775965469079733e+00	9.640789395946449680e-01	1.688519328183281987e+00
1.637561602119698811e+00	8.000000000000000444e-01	1.663364270838267878e+00	7.468151582290833979e-01	9.407651122240907604e-01	9.072522208479663064e-01	0.000000000000000000e+00	8.899036234873639595e-01	1.726165021719187731e+00	1.729289321881345209e+00	1.648757090659991320e+00	9.543564535412362160e-01	9.139337034176129304e-01	8.048199854102934259e-01	9.024099927051466574e-01	9.493630316458167018e-01	9.660968248189595320e-01	1.673457471263854357e+00	1.568302180145236813e+00	1.666751081326539818e+00	9.391419380549815843e-01	1.783303265309558849e+00	9.024099927051466574e-01	9.221501055838476901e-01	1.660923148412095873e+00	1.735450277563209909e+00	9.221501055838476901e-01	8.845299461620748094e-01	9.354502775632097533e-01	1.594904253166533392e+00	8.845299461620748094e-01	8.709005551264195066e-01	1.608140109172776056e+00	7.929803321972936914e-01	9.269703256659778123e-01	1.708949389228237248e+00	9.139337034176129304e-01	1.695711040292297245e+00	9.354502775632097533e-01	1.670900555126419551e+00	1.659349711241081549e+00	1.511851949912109916e+00	9.309934440657645638e-01	1.574762441961301329e+00	8.967204441011356053e-01	1.608140109172776056e+00
8.416384835070207515e-01	8.348554352310459947e-01	1.680371981730583331e+00	8.745636984989364482e-01	1.653784624902408407e+00	7.702481256797548692e-01	8.899036234873639595e-01	0.000000000000000000e+00	9.466998209110973894e-01	9.610750527919238451e-01	9.466998209110973894e-01	8.492443277111182409e-01	1.705755990357465501e+00	9.194177035974619994e-01	8.388354071949239987e-01	9.163757989992908914e-01	9.160161233566218586e-01	9.046537410754408315e-01	1.588425975058602724e+00	9.129611720221511018e-01	1.727914750013024747e+00	8.933996418221947788e-01	9.194177035974619994e-01	1.634516262448367119e+00	1.681046943325462006e+00	1.762266427881463260e+00	8.714351306933549868e-01	9.046537410754408315e-01	1.617369568100479604e+00	8.899036234873639595e-01	9.523268705377203602e-01	8.933996418221947788e-01	1.707329437652308712e+00	7.150985588509051194e-01	7.587909243377891633e-01	1.658234414337744544e+00	1.626011478213430284e+00	1.784280934635925853e+00	8.933996418221947788e-01	9.289330945481298896e-01	1.581467937894692977e+00	9.289330945481298896e-01	9.430197117701810683e-01	1.496880668614912757e+00	9.573598567288779115e-01	1.705204786238711856e+00
9.071523309114740696e-01	9.354502775632097533e-01	1.733929646006440617e+00	1.723527722177510269e+00	1.821949466343013135e+00	9.550986744933063211e-01	1.726165021719187731e+00	9.466998209110973894e-01	0.000000000000000000e+00	9.543564535412361050e-01	8.750000000000000000e-01	9.116116523516815118e-01	1.806350832689629371e+00	1.775067449616801962e+00	1.644350410439257226e+00	9.509709662154539611e-01	1.712030535270599341e+00	8.881966011250105320e-01	1.698223304703363024e+00	1.824075744403897748e+00	8.821488698022420527e-01	1.840099462733292057e+00	1.790678508996924378e+00	1.715659103614824321e+00	1.750000000000000000e+00	1.852912898646361883e+00	9.246221638555590649e-01	1.694138967655015371e+00	1.750000000000000000e+00	1.729037466516626154e+00	9.440983005625052105e-01	1.734834957055044757e+00	1.798815536468908682e+00	9.331846895218939286e-01	9.292893218813452760e-01	1.711421447499948734e+00	1.820226876123331117e+00	1.814107488058264828e+00	1.750000000000000000e+00	1.775493372466531383e+00	1.750000000000000000e+00	9.166666666666666297e-01	1.790327546664751246e+00	1.644501139690758063e+00	1.731299423149112116e+00	1.698223304703363024e+00
9.321936496379189530e-01	9.292893218813452760e-01	1.754259293894563587e+00	1.741548029008189724e+00	1.801811964819775902e+00	9.344174164216046963e-01	1.729289321881345209e+00	9.610750527919238451e-01	9.543564535412361050e-01	0.000000000000000000e+00	9.543564535412361050e-01	9.354502775632097533e-01	8.782838761099630576e-01	1.822639579175739488e+00	9.654967220328822819e-01	1.793523425686335271e+00	1.742184276052816339e+00	9.183503419072274188e-01	1.777579758244599351e+00	1.842096051234577203e+00	1.836505323343478047e+00	1.854474694614118624e+00	1.765374217036622451e+00	1.794555857343425487e+00	1.711617209443296428e+00	1.711617209443296428e+00	9.449518117436819242e-01	1.712159274485694826e+00	1.794950542776629687e+00	1.752876091728154506e+00	1.711950445614327299e+00	1.704356453541236105e+00	1.760432745912205110e+00	9.512049963525733842e-01	9.483602220505678027e-01	1.731751095388071482e+00	1.862117915715098437e+00	1.910942249473884136e+00	9.543564535412361050e-01	1.754812114394829869e+00	1.817574375396361130e+00	1.640822452068814830e+00	1.808347853495430702e+00	1.732987106116580911e+00	1.750370323318334531e+00	1.777579758244599351e+00
